1	1	1	1	1
X215	0	0	0	0	0
X216	0	0	0	0	0
X217	0	0	0	0	0
X218	0	0	0	0	0
X219	0	0	0	0	0
X220	0	0	0	0	0
X221	0	0	0	0	0
X222	0	0	0	0	0
X223	0	0	0	0	0
X224	0	0	0	0	0
X225	0	0	0	0	0
X226	0	0	0	0	0
X227	0	0	0	0	0
X228	0	0	0	0	0
X229	0	0	0	0	0
X230	0	0	0	0	0
X231	0.0306155685152594	0.030166386318393	0.0190929137363698	-0.0448167758328242	-0.0350580927371988
X232	0	0	0	0	0
X233	0	0	0	0	0
X234	0	0	0	0	0
X235	0	0	0	0	0
X236	0	0	0	0	0
X237	0	0	0	0	0
X238	0	0	0	0	0
X239	0	0	0	0	0
X240	0	0	0	0	0
X241	0	0	0	0	0
X242	0	0	0	0	0
X243	0	0	0	0	0
X244	0	0	0	0	0
X245	0	0	0	0	0
X246	0	0	0	0	0
X247	0	0	0	0	0
X248	0	0	0	0	0
X249	0	0	0	0	0
X250	0	0	0	0	0
X251	0	0	0	0	0
X252	0	0	0	0	0
X253	0	0	0	0	0
X254	0	0	0	0	0
X255	0	0	0	0	0
X256	0	0	0	0	0
X257	0	0	0	0	0
X258	0	0	0	0	0
X259	0	0	0	0	0
X260	0	0	0	0	0
X261	0	0	0	0	0
X262	0	0	0	0	0
X263	0	0	0	0	0
X264	0	0	0	0	0
X265	0	0	0	0	0
X266	0	0	0	0	0
X267	0	0	0	0	0
X268	0	0	0	0	0
X269	0	0	0	0	0
X270	0	0	0	0	0
X271	0	0	0	0	0
X272	0	0	0	0	0
X273	0	0	0	0	0
X274	0	0	0	0	0
X275	0	0	0	0	0
X276	0	0	0	0	0
X277	0	0	0	0	0
X278	0	0	0	0	0
X279	0	0	0	0	0
X280	0	0	0	0	0
X281	0	0	0	0	0
X282	0	0	0	0	0
X283	0	0	0	0	0
X284	0	0	0	0	0
X285	0	0	0	0	0
X286	0	0	0	0	0
X287	0	0	0	0	0
X288	0	0	0	0	0
X289	0	0	0	0	0
X290	0	0	0	0	0
X291	0	0	0	0	0
X292	0	0	0	0	0
X293	0	0	0	0	0
X294	0	0	0	0	0
X295	0	0	0	0	0
X296	0	0	0	0	0
X297	0	0	0	0	0
X298	0	0	0	0	0
X299	0	0	0	0	0
X300	0	0	0	0	0
X301	0	0	0	0	0
X302	0	0	0	0	0
X303	0	0	0	0	0
X304	0	0	0	0	0
X305	0	0	0	0	0
X306	0	0	0	0	0
X307	0	0	0	0	0
X308	0	0	0	0	0
X309	0	0	0	0	0
X310	0.000677169742322716	0.000651353110585618	0.000424459172341069	-0.000982901343709968	-0.000770080681539446
X311	0	0	0	0	0
X312	0	0	0	0	0
X313	0	0	0	0	0
X314	0	0	0	0	0
X315	0	0	0	0	0
X316	0	0	0	0	0
X317	0	0	0	0	0
X318	0	0	0	0	0
X319	0	0	0	0	0
X320	0	0	0	0	0
X321	0	0	0	0	0
X322	0	0	0	0	0
X323	0	0	0	0	0
X324	0	0	0	0	0
X325	0	0	0	0	0
X326	0	0	0	0	0
X327	0	0	0	0	0
X328	0	0	0	0	0
X329	0	0	0	0	0
X330	0	0	0	0	0
X331	0	0	0	0	0
X332	0	0	0	0	0
X333	0	0	0	0	0
X334	0	0	0	0	0
X335	0	0	0	0	0
X336	0	0	0	0	0
X337	0	0	0	0	0
X338	0	0	0	0	0
X339	0	0	0	0	0
X340	0	0	0	0	0
X341	0	0	0	0	0
X342	0	0	0	0	0
X343	0	0	0	0	0
X344	0	0	0	0	0
X345	0	0	0	0	0
X346	0	0	0	0	0
X347	0	0	0	0	0
X348	0	0	0	0	0
X349	0	0	0	0	0
X350	0	0	0	0	0
X351	0	0	0	0	0
X352	0	0	0	0	0
X353	0	0	0	0	0
X354	0	0	0	0	0
X355	0	0	0	0	0
X356	0	0	0	0	0
X357	0	0	0	0	0
X358	0	0	0	0	0
X359	0	0	0	0	0
X360	0	0	0	0	0
X361	0	0	0	0	0
X362	0	0	0	0	0
X363	0	0	0	0	0
X364	0	0	0	0	0
X365	0	0	0	0	0
X366	0	0	0	0	0
X367	0	0	0	0	0
X368	0	0	0	0	0
X369	0	0	0	0	0
X370	0	0	0	0	0
X371	0	0	0	0	0
X372	0	0	0	0	0
X373	0	0	0	0	0
X374	0.00573400038357084	0.00562095746609938	0.00357503972622482	-0.00838336321526782	-0.00654663436062734
X375	0	0	0	0	0
X376	0	0	0	0	0
X377	0	0	0	0	0
X378	0	0	0	0	0
X379	0	0	0	0	0
X380	0	0	0	0	0
X381	0	0	0	0	0
X382	0	0	0	0	0
X383	0	0	0	0	0
X384	0	0	0	0	0
X385	0	0	0	0	0
X386	0	0	0	0	0
X387	0	0	0	0	0
X388	0	0	0	0	0
X389	0	0	0	0	0
X390	0	0	0	0	0
X391	0	0	0	0	0
X392	0	0	0	0	0
X393	0	0	0	0	0
X394	0	0	0	0	0
X395	0	0	0	0	0
X396	0	0	0	0	0
X397	0	0	0	0	0
X398	0	0	0	0	0
X399	0	0	0	0	0
X400	0	0	0	0	0
X401	0	0	0	0	0
X402	0	0	0	0	0
X403	0	0	0	0	0
X404	0	0	0	0	0
X405	0	0	0	0	0
X406	0	0	0	0	0
X407	0	0	0	0	0
X408	0	0	0	0	0
X409	0	0	0	0	0
X410	0	0	0	0	0
X411	0	0	0	0	0
X412	0	0	0	0	0
X413	0	0	0	0	0
X414	0	0	0	0	0
X415	0	0	0	0	0
X416	0	0	0	0	0
X417	0	0	0	0	0
X418	0	0	0	0	0
X419	0	0	0	0	0
X420	0	0	0	0	0
X421	0	0	0	0	0
X422	0	0	0	0	0
X423	0	0	0	0	0
X424	0	0	0	0	0
X425	0	0	0	0	0
X426	0	0	0	0	0
X427	0	0	0	0	0
X428	0	0	0	0	0
X429	0	0	0	0	0
X430	0	0	0	0	0
X431	0	0	0	0	0
X432	0	0	0	0	0
X433	0	0	0	0	0
X434	0	0	0	0	0
X435	0	0	0	0	0
X436	0	0	0	0	0
X437	0	0	0	0	0
X438	0	0	0	0	0
X439	0	0	0	0	0
X440	0	0	0	0	0
X441	0	0	0	0	0
X442	0	0	0	0	0
X443	0	0	0	0	0
X444	0	0	0	0	0
X445	0	0	0	0	0
X446	0	0	0	0	0
X447	0	0	0	0	0
X448	0	0	0	0	0
X449	0	0	0	0	0
X450	0	0	0	0	0
X451	0	0	0	0	0
X452	0	0	0	0	0
X453	0	0	0	0	0
X454	0	0	0	0	0
X455	0	0	0	0	0
X456	0	0	0	0	0
X457	0	0	0	0	0
X458	0	0	0	0	0
X459	0	0	0	0	0
X460	0	0	0	0	0
X461	0	0	0	0	0
X462	0	0	0	0	0
X463	0	0	0	0	0
X464	0	0	0	0	0
X465	0	0	0	0	0
X466	0	0	0	0	0
X467	0	0	0	0	0
X468	0.00546518405586989	0.00523987695190455	0.00332592731009313	-0.00787021404072772	-0.00616077427713998
X469	0	0	0	0	0
X470	0	0	0	0	0
X471	0	0	0	0	0
X472	0	0	0	0	0
X473	0	0	0	0	0
X474	0	0	0	0	0
X475	0	0	0	0	0
X476	0	0	0	0	0
X477	0	0	0	0	0
X478	0	0	0	0	0
X479	0	0	0	0	0
X480	0	0	0	0	0
X481	0	0	0	0	0
X482	0	0	0	0	0
X483	0	0	0	0	0
X484	0	0	0	0	0
X485	0	0	0	0	0
X486	0	0	0	0	0
X487	0	0	0	0	0
X488	0	0	0	0	0
X489	0	0	0	0	0
X490	0	0	0	0	0
X491	0	0	0	0	0
X492	-0.035313623086231	0.154366392067517	0.0170936807747849	-0.0828875154014817	-0.0532589343545907
X493	0	0	0	0	0
X494	0	0	0	0	0
X495	0	0	0	0	0
X496	0	0	0	0	0
X497	0	0	0	0	0
X498	0	0	0	0	0
X499	0	0	0	0	0
X500	0	0	0	0	0
X501	0	0	0	0	0
X502	0	0	0	0	0
X503	0	0	0	0	0
X504	0	0	0	0	0
X505	0	0	0	0	0
X506	0	0	0	0	0
X507	0	0	0	0	0
X508	0	0	0	0	0
X509	0	0	0	0	0
X510	0	0	0	0	0
X511	0	0	0	0	0
X512	0	0	0	0	0
X513	0	0	0	0	0
X514	0	0	0	0	0
X515	0	0	0	0	0
X516	0	0	0	0	0
X517	0	0	0	0	0
X518	0	0	0	0	0
X519	0	0	0	0	0
X520	0	0	0	0	0
X521	0	0	0	0	0
X522	0	0	0	0	0
X523	0	0	0	0	0
X524	0	0	0	0	0
X525	0	0	0	0	0
X526	0	0	0	0	0
X527	0	0	0	0	0
X528	0	0	0	0	0
X529	0	0	0	0	0
X530	0	0	0	0	0
X531	0	0	0	0	0
X532	0.144741739464002	0.132519660029127	0.0871912917418384	-0.204992557529685	-0.159460133705283
X533	0	0	0	0	0
X534	0	0	0	0	0
X535	0	0	0	0	0
X536	0	0	0	0	0
X537	0	0	0	0	0
X538	0	0	0	0	0
X539	0	0	0	0	0
X540	0	0	0	0	0
X541	0	0	0	0	0
X542	0	0	0	0	0
X543	0	0	0	0	0
X544	0	0	0	0	0
X545	0	0	0	0	0
X546	0	0	0	0	0
X547	0	0	0	0	0
X548	0	0	0	0	0
X549	0	0	0	0	0
X550	0	0	0	0	0
X551	0	0	0	0	0
X552	0	0	0	0	0
X553	0	0	0	0	0
X554	0	0	0	0	0
X555	0	0	0	0	0
X556	0	0	0	0	0
X557	0	0	0	0	0
X558	0	0	0	0	0
X559	0	0	0	0	0
X560	0	0	0	0	0
X561	0	0	0	0	0
X562	0	0	0	0	0
X563	0	0	0	0	0
X564	0	0	0	0	0
X565	0	0	0	0	0
X566	0	0	0	0	0
X567	0	0	0	0	0
X568	0	0	0	0	0
X569	0	0	0	0	0
X570	0	0	0	0	0
X571	0	0	0	0	0
X572	0	0	0	0	0
X573	0	0	0	0	0
X574	0	0	0	0	0
X575	0	0	0	0	0
X576	0	0	0	0	0
X577	0	0	0	0	0
X578	0	0	0	0	0
X579	0	0	0	0	0
X580	0	0	0	0	0
X581	0	0	0	0	0
X582	0	0	0	0	0
X583	0	0	0	0	0
X584	0	0	0	0	0
X585	0	0	0	0	0
X586	0	0	0	0	0
X587	0	0	0	0	0
X588	0	0	0	0	0
X589	0	0	0	0	0
X590	0	0	0	0	0
X591	0	0	0	0	0
X592	0	0	0	0	0
X593	0	0	0	0	0
X594	0	0	0	0	0
X595	0	0	0	0	0
X596	0	0	0	0	0
X597	0	0	0	0	0
X598	0	0	0	0	0
X599	0	0	0	0	0
X600	0	0	0	0	0
X601	0	0	0	0	0
X602	0	0	0	0	0
X603	0	0	0	0	0
X604	0	0	0	0	0
X605	0	0	0	0	0
X606	0	0	0	0	0
X607	0	0	0	0	0
X608	0	0	0	0	0
X609	0	0	0	0	0
X610	0	0	0	0	0
X611	0	0	0	0	0
X612	0	0	0	0	0
X613	-0.0426658235059034	-0.0408663103809419	0.0137083075544432	0.0945459565502986	-0.0247221302178932
X614	0	0	0	0	0
X615	0	0	0	0	0
X616	0	0	0	0	0
X617	0	0	0	0	0
X618	0	0	0	0	0
X619	0	0	0	0	0
X620	0	0	0	0	0
X621	0	0	0	0	0
X622	0	0	0	0	0
X623	0	0	0	0	0
X624	0	0	0	0	0
X625	0	0	0	0	0
X626	0	0	0	0	0
X627	0	0	0	0	0
X628	0	0	0	0	0
X629	0	0	0	0	0
X630	0	0	0	0	0
X631	0	0	0	0	0
X632	0	0	0	0	0
X633	0	0	0	0	0
X634	0	0	0	0	0
X635	0	0	0	0	0
X636	0	0	0	0	0
X637	0	0	0	0	0
X638	0	0	0	0	0
X639	0	0	0	0	0
X640	0	0	0	0	0
X641	0	0	0	0	0
X642	0	0	0	0	0
X643	0	0	0	0	0
X644	0	0	0	0	0
X645	0	0	0	0	0
X646	0	0	0	0	0
X647	0	0	0	0	0
X648	0	0	0	0	0
X649	0	0	0	0	0
X650	0	0	0	0	0
X651	0	0	0	0	0
X652	0	0	0	0	0
X653	0	0	0	0	0
X654	0	0	0	0	0
X655	0	0	0	0	0
X656	0	0	0	0	0
X657	0	0	0	0	0
X658	0	0	0	0	0
X659	0	0	0	0	0
X660	0	0	0	0	0
X661	0	0	0	0	0
X662	0	0	0	0	0
X663	0	0	0	0	0
X664	-0.0573780776165821	0.078474719745151	0.00683465336089646	-0.0190090993585686	-0.00892219613089907
X665	0	0	0	0	0
X666	0	0	0	0	0
X667	0	0	0	0	0
X668	0	0	0	0	0
X669	0	0	0	0	0
X670	0	0	0	0	0
X671	0	0	0	0	0
X672	0	0	0	0	0
X673	0	0	0	0	0
X674	0	0	0	0	0
X675	0	0	0	0	0
X676	0	0	0	0	0
X677	0	0	0	0	0
X678	0	0	0	0	0
X679	0	0	0	0	0
X680	0	0	0	0	0
X681	0	0	0	0	0
X682	0	0	0	0	0
X683	0	0	0	0	0
X684	0	0	0	0	0
X685	0	0	0	0	0
X686	0	0	0	0	0
X687	0	0	0	0	0
X688	0	0	0	0	0
X689	0	0	0	0	0
X690	0	0	0	0	0
X691	0	0	0	0	0
X692	0	0	0	0	0
X693	0	0	0	0	0
X694	0	0	0	0	0
X695	0	0	0	0	0
X696	0	0	0	0	0
X697	0	0	0	0	0
X698	0	0	0	0	0
X699	0	0	0	0	0
X700	0	0	0	0	0
X701	0	0	0	0	0
X702	0	0	0	0	0
X703	0	0	0	0	0
X704	0	0	0	0	0
X705	0	0	0	0	0
X706	0	0	0	0	0
X707	0	0	0	0	0
X708	0	0	0	0	0
X709	0	0	0	0	0
X710	0	0	0	0	0
X711	0	0	0	0	0
X712	0	0	0	0	0
X713	0	0	0	0	0
X714	0	0	0	0	0
X715	0	0	0	0	0
X716	0	0	0	0	0
X717	0	0	0	0	0
X718	0	0	0	0	0
X719	0	0	0	0	0
X720	0	0	0	0	0
X721	0	0	0	0	0
X722	0	0	0	0	0
X723	0	0	0	0	0
X724	0	0	0	0	0
X725	0	0	0	0	0
X726	0	0	0	0	0
X727	0	0	0	0	0
X728	0	0	0	0	0
X729	0	0	0	0	0
X730	0	0	0	0	0
X731	0	0	0	0	0
X732	0	0	0	0	0
X733	0	0	0	0	0
X734	0	0	0	0	0
X735	0	0	0	0	0
X736	0	0	0	0	0
X737	0	0	0	0	0
X738	0	0	0	0	0
X739	0	0	0	0	0
X740	0	0	0	0	0
X741	0	0	0	0	0
X742	0	0	0	0	0
X743	0	0	0	0	0
X744	0.0190950763507602	0.0180036513698106	0.0113835634786612	-0.027523439293873	-0.0209588519053591
X745	0	0	0	0	0
X746	0	0	0	0	0
X747	0	0	0	0	0
X748	0	0	0	0	0
X749	0	0	0	0	0
X750	0	0	0	0	0
X751	0	0	0	0	0
X752	0	0	0	0	0
X753	0	0	0	0	0
X754	0	0	0	0	0
X755	0	0	0	0	0
X756	0	0	0	0	0
X757	0	0	0	0	0
X758	0	0	0	0	0
X759	0	0	0	0	0
X760	0	0	0	0	0
X761	0	0	0	0	0
X762	0	0	0	0	0
X763	0	0	0	0	0
X764	0	0	0	0	0
X765	0	0	0	0	0
X766	0	0	0	0	0
X767	0	0	0	0	0
X768	0	0	0	0	0
X769	0	0	0	0	0
X770	0	0	0	0	0
X771	0	0	0	0	0
X772	0	0	0	0	0
X773	0	0	0	0	0
X774	0	0	0	0	0
X775	0	0	0	0	0
X776	0	0	0	0	0
X777	0	0	0	0	0
X778	0	0	0	0	0
X779	0	0	0	0	0
X780	0	0	0	0	0
X781	0	0	0	0	0
X782	0	0	0	0	0
X783	0	0	0	0	0
X784	0	0	0	0	0
X785	0	0	0	0	0
X786	0	0	0	0	0
X787	0	0	0	0	0
X788	0	0	0	0	0
X789	0	0	0	0	0
X790	0	0	0	0	0
X791	0	0	0	0	0
X792	0	0	0	0	0
X793	0	0	0	0	0
X794	0	0	0	0	0
X795	0	0	0	0	0
X796	0	0	0	0	0
X797	-0.0531223134551641	-0.0141236873579804	0.00470693112876136	-0.0934139843837683	0.15595305406815
X798	0	0	0	0	0
X799	0	0	0	0	0
X800	0	0	0	0	0
X801	0	0	0	0	0
X802	0.123664155826056	0.116487476679659	0.0759581935873166	-0.180346582266332	-0.1357632438267
X803	0	0	0	0	0
X804	0	0	0	0	0
X805	0	0	0	0	0
X806	0	0	0	0	0
X807	0	0	0	0	0
X808	0	0	0	0	0
X809	0	0	0	0	0
X810	0	0	0	0	0
X811	0	0	0	0	0
X812	0	0	0	0	0
X813	0	0	0	0	0
X814	0	0	0	0	0
X815	0	0	0	0	0
X816	0	0	0	0	0
X817	0	0	0	0	0
X818	0	0	0	0	0
X819	0.0634733736750729	0.0579917211400399	0.0382184776646798	-0.0910560401052903	-0.0686275323745025
X820	0	0	0	0	0
X821	0	0	0	0	0
X822	0	0	0	0	0
X823	0	0	0	0	0
X824	0	0	0	0	0
X825	0	0	0	0	0
X826	0	0	0	0	0
X827	0	0	0	0	0
X828	0	0	0	0	0
X829	0	0	0	0	0
X830	0	0	0	0	0
X831	0	0	0	0	0
X832	0	0	0	0	0
X833	0	0	0	0	0
X834	0	0	0	0	0
X835	0	0	0	0	0
X836	0	0	0	0	0
X837	0	0	0	0	0
X838	0	0	0	0	0
X839	0	0	0	0	0
X840	0	0	0	0	0
X841	0	0	0	0	0
X842	0	0	0	0	0
X843	0	0	0	0	0
X844	0	0	0	0	0
X845	0	0	0	0	0
X846	0	0	0	0	0
X847	0	0	0	0	0
X848	0	0	0	0	0
X849	0	0	0	0	0
X850	0	0	0	0	0
X851	0	0	0	0	0
X852	0	0	0	0	0
X853	0	0	0	0	0
X854	0	0	0	0	0
X855	0	0	0	0	0
X856	0	0	0	0	0
X857	0	0	0	0	0
X858	0	0	0	0	0
X859	0	0	0	0	0
X860	0	0	0	0	0
X861	0	0	0	0	0
X862	0	0	0	0	0
X863	0	0	0	0	0
X864	0	0	0	0	0
X865	0	0	0	0	0
X866	0	0	0	0	0
X867	0	0	0	0	0
X868	0	0	0	0	0
X869	0	0	0	0	0
X870	0	0	0	0	0
X871	0	0	0	0	0
X872	0	0	0	0	0
X873	0	0	0	0	0
X874	0	0	0	0	0
X875	0	0	0	0	0
X876	0.0584264579355826	0.0545677426337547	0.0362111642662894	-0.0848598860370506	-0.0643454787985761
X877	0	0	0	0	0
X878	0	0	0	0	0
X879	0	0	0	0	0
X880	0	0	0	0	0
X881	0	0	0	0	0
X882	0	0	0	0	0
X883	0	0	0	0	0
X884	0	0	0	0	0
X885	0	0	0	0	0
X886	0	0	0	0	0
X887	0	0	0	0	0
X888	0	0	0	0	0
X889	0	0	0	0	0
X890	0	0	0	0	0
X891	0	0	0	0	0
X892	0	0	0	0	0
X893	0	0	0	0	0
X894	0	0	0	0	0
X895	0	0	0	0	0
X896	0	0	0	0	0
X897	0	0	0	0	0
X898	0	0	0	0	0
X899	0	0	0	0	0
X900	0	0	0	0	0
X901	0	0	0	0	0
X902	0	0	0	0	0
X903	0	0	0	0	0
X904	0	0	0	0	0
X905	0	0	0	0	0
X906	0	0	0	0	0
X907	0	0	0	0	0
X908	0	0	0	0	0
X909	0	0	0	0	0
X910	0	0	0	0	0
X911	0	0	0	0	0
X912	0	0	0	0	0
X913	0	0	0	0	0
X914	0	0	0	0	0
X915	0	0	0	0	0
X916	0	0	0	0	0
X917	0	0	0	0	0
X918	0	0	0	0	0
X919	0	0	0	0	0
X920	0	0	0	0	0
X921	0	0	0	0	0
X922	0	0	0	0	0
X923	0	0	0	0	0
X924	0	0	0	0	0
X925	0	0	0	0	0
X926	0	0	0	0	0
X927	0	0	0	0	0
X928	0	0	0	0	0
X929	0	0	0	0	0
X930	0	0	0	0	0
X931	0	0	0	0	0
X932	0	0	0	0	0
X933	0	0	0	0	0
X934	0	0	0	0	0
X935	0	0	0	0	0
X936	0	0	0	0	0
X937	0	0	0	0	0
X938	0	0	0	0	0
X939	0	0	0	0	0
X940	0	0	0	0	0
X941	0	0	0	0	0
X942	0	0	0	0	0
X943	0	0	0	0	0
X944	0	0	0	0	0
X945	0	0	0	0	0
X946	0	0	0	0	0
X947	0	0	0	0	0
X948	0	0	0	0	0
X949	0	0	0	0	0
X950	0	0	0	0	0
X951	0	0	0	0	0
X952	0	0	0	0	0
X953	0	0	0	0	0
X954	0	0	0	0	0
X955	0	0	0	0	0
X956	0	0	0	0	0
X957	0	0	0	0	0
X958	-0.0283963016822427	-0.0217576016847216	0.0903064708339489	-0.0145147321342234	-0.0256378353327609
X959	0	0	0	0	0
X960	0	0	0	0	0
X961	0	0	0	0	0
X962	0	0	0	0	0
X963	0	0	0	0	0
X964	0	0	0	0	0
X965	0	0	0	0	0
X966	0	0	0	0	0
X967	0	0	0	0	0
X968	0	0	0	0	0
X969	0	0	0	0	0
X970	0	0	0	0	0
X971	0	0	0	0	0
X972	0	0	0	0	0
X973	0	0	0	0	0
X974	0	0	0	0	0
X975	0	0	0	0	0
X976	0	0	0	0	0
X977	0	0	0	0	0
X978	0	0	0	0	0
X979	0	0	0	0	0
X980	0	0	0	0	0
X981	0	0	0	0	0
X982	-0.0270317208268283	-0.0102887983883891	-0.0212948480158662	-0.0851826141551029	0.143797981386186
X983	0	0	0	0	0
X984	0	0	0	0	0
X985	0	0	0	0	0
X986	0	0	0	0	0
X987	0	0	0	0	0
X988	0	0	0	0	0
X989	0	0	0	0	0
X990	0	0	0	0	0
X991	0	0	0	0	0
X992	0	0	0	0	0
X993	0	0	0	0	0
X994	0	0	0	0	0
X995	0	0	0	0	0
X996	0	0	0	0	0
X997	0	0	0	0	0
X998	0	0	0	0	0
X999	0	0	0	0	0
X1000	0	0	0	0	0
X1001	0	0	0	0	0
X1002	0	0	0	0	0
X1003	0	0	0	0	0
X1004	0	0	0	0	0
X1005	0	0	0	0	0
X1006	0	0	0	0	0
X1007	0	0	0	0	0
X1008	0	0	0	0	0
X1009	0	0	0	0	0
X1010	0	0	0	0	0
X1011	0	0	0	0	0
